x,y,identifier,dataset_id,station_id,station_name,station_gaw_id,station_gaw_url,contributor_name,contributor_id,contributor_url,country_id,country_name_en,country_name_fr,gaw_id,instrument_name,instrument_model,instrument_serial,observation_date,daily_date,daily_wlcode,daily_obscode,daily_columno3,daily_stdevo3,daily_utc_begin,daily_utc_end,daily_utc_mean,daily_nobs,daily_mmu,daily_columnso2,monthly_date,monthly_columno3,monthly_stdevo3,monthly_npts,url
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-23:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-23T00:00:00Z,9,DS,324.3,6.8,,,10,31.0,1.40,1.1,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-22:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-22T00:00:00Z,9,DS,293.9,2.8,,,9,21.0,1.37,1.0,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-21:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-21T00:00:00Z,9,DS,299.6,4.5,,,11,26.0,1.40,1.7,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-20:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-20T00:00:00Z,9,DS,299.4,4.8,,,10,30.0,1.44,2.2,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-19:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-19T00:00:00Z,9,DS,307.0,4.9,,,9,28.0,1.34,1.4,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-18:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-18T00:00:00Z,9,DS,297.3,4.1,,,10,32.0,1.45,1.4,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-17:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-17T00:00:00Z,9,DS,298.6,3.4,,,10,34.0,1.44,0.7,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-16:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-16T00:00:00Z,9,DS,319.6,3.1,,,10,34.0,1.44,0.6,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-15:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-15T00:00:00Z,9,DS,289.3,5.6,,,10,25.0,1.39,1.1,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-14:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-14T00:00:00Z,9,DS,292.6,2.2,,,10,32.0,1.39,1.3,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-13:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-13T00:00:00Z,9,DS,307.6,2.1,,,10,32.0,1.43,1.3,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-12:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-12T00:00:00Z,9,DS,312.4,3.6,,,10,35.0,1.42,1.5,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-11:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-11T00:00:00Z,9,DS,318.3,2.7,,,10,34.0,1.43,1.2,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-10:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-10T00:00:00Z,9,DS,317.2,3.3,,,10,31.0,1.44,1.3,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-09:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-09T00:00:00Z,9,DS,311.0,5.6,,,9,28.0,1.49,0.5,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-08:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-08T00:00:00Z,9,DS,300.1,3.9,,,10,31.0,1.45,1.2,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-07:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-07T00:00:00Z,9,DS,306.4,5.1,,,10,31.0,1.42,1.4,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-06:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-06T00:00:00Z,9,DS,314.8,5.2,,,10,30.0,1.44,0.9,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-05:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-05T00:00:00Z,9,DS,321.2,2.6,,,10,30.0,1.34,1.1,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-04:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-04T00:00:00Z,9,DS,312.7,3.5,,,10,23.0,1.41,1.5,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-03:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-03T00:00:00Z,9,DS,304.8,3.5,,,10,26.0,1.50,1.6,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-02:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-02T00:00:00Z,9,DS,297.9,4.5,,,10,25.0,1.35,1.6,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-07-01:20080701.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-07-01T00:00:00Z,2008-07-01T00:00:00Z,9,DS,305.5,6.7,,,10,26.0,1.40,1.2,2008-07-01T00:00:00Z,311.6,13.2,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080701.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-30:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-30T00:00:00Z,9,DS,296.0,3.6,,,10,36.0,1.37,1.1,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-29:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-29T00:00:00Z,9,DS,297.4,2.5,,,10,35.0,1.38,1.3,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-28:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-28T00:00:00Z,9,DS,301.7,4.1,,,10,25.0,1.34,1.8,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-27:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-27T00:00:00Z,9,DS,306.4,0.6,,,15,4.0,1.90,2.3,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-26:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-26T00:00:00Z,9,DS,304.1,5.0,,,11,19.0,1.32,2.0,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-25:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-25T00:00:00Z,9,DS,299.6,3.6,,,9,24.0,1.49,1.5,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-24:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-24T00:00:00Z,9,DS,301.8,7.7,,,12,21.0,1.29,1.6,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-23:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-23T00:00:00Z,9,DS,308.0,1.7,,,10,22.0,1.47,2.0,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-22:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-22T00:00:00Z,9,DS,318.2,4.8,,,11,20.0,1.36,2.1,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-21:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-21T00:00:00Z,9,DS,332.1,3.7,,,8,22.0,1.35,2.0,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-20:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-20T00:00:00Z,9,DS,327.9,3.9,,,10,35.0,1.42,1.7,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-19:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-19T00:00:00Z,9,DS,325.5,7.8,,,10,25.0,1.45,1.2,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-18:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-18T00:00:00Z,9,DS,314.1,2.8,,,9,25.0,1.45,1.4,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2008-06-17:20080601.Brewer.MKII.005.AUTH.csv,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2008-06-01T00:00:00Z,2008-06-17T00:00:00Z,9,DS,320.8,3.0,,,10,31.0,1.46,1.2,2008-06-01T00:00:00Z,326.6,17.9,30.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2008/20080601.Brewer.MKII.005.AUTH.csv
